exp;step;id;state
test2;22;26;succeptible
test2;22;27;succeptible
test2;22;28;succeptible
test2;22;29;succeptible
test2;23;0;succeptible
test2;23;1;succeptible
test2;23;2;succeptible
test2;23;3;succeptible
test2;23;4;succeptible
test2;23;5;succeptible
test2;23;6;succeptible
test2;23;7;succeptible
test2;23;8;succeptible
test2;23;9;succeptible
test2;23;10;succeptible
test2;23;11;succeptible
test2;23;12;succeptible
test2;23;13;succeptible
test2;23;14;succeptible
test2;23;15;infected
test2;23;16;succeptible
test2;23;17;succeptible
test2;23;18;succeptible
test2;23;19;succeptible
test2;23;20;succeptible
test2;23;21;succeptible
test2;23;22;succeptible
test2;23;23;succeptible
test2;23;24;succeptible
test2;23;25;succeptible
test2;23;26;succeptible
test2;23;27;succeptible
test2;23;28;succeptible
test2;23;29;succeptible
test2;24;0;succeptible
test2;24;1;succeptible
test2;24;2;succeptible
test2;24;3;succeptible
test2;24;4;succeptible
test2;24;5;succeptible
test2;24;6;succeptible
test2;24;7;succeptible
test2;24;8;succeptible
test2;24;9;succeptible
test2;24;10;succeptible
test2;24;11;succeptible
test2;24;12;succeptible
test2;24;13;succeptible
test2;24;14;succeptible
test2;24;15;infected
test2;24;16;succeptible
test2;24;17;succeptible
test2;24;18;succeptible
test2;24;19;succeptible
test2;24;20;succeptible
test2;24;21;succeptible
test2;24;22;succeptible
test2;24;23;succeptible
test2;24;24;succeptible
test2;24;25;succeptible
test2;24;26;succeptible
test2;24;27;succeptible
test2;24;28;succeptible
test2;24;29;succeptible
test2;25;0;succeptible
test2;25;1;succeptible
test2;25;2;succeptible
test2;25;3;succeptible
test2;25;4;succeptible
test2;25;5;succeptible
test2;25;6;succeptible
test2;25;7;succeptible
test2;25;8;succeptible
test2;25;9;succeptible
test2;25;10;succeptible
test2;25;11;succeptible
test2;25;12;succeptible
test2;25;13;succeptible
test2;25;14;succeptible
test2;25;15;infected
test2;25;16;succeptible
test2;25;17;succeptible
test2;25;18;succeptible
test2;25;19;succeptible
test2;25;20;succeptible
test2;25;21;succeptible
test2;25;22;succeptible
test2;25;23;succeptible
test2;25;24;succeptible
test2;25;25;succeptible
test2;25;26;succeptible
test2;25;27;succeptible
test2;25;28;succeptible
test2;25;29;succeptible
test2;26;0;succeptible
test2;26;1;succeptible
test2;26;2;succeptible
test2;26;3;succeptible
test2;26;4;succeptible
test2;26;5;succeptible
test2;26;6;succeptible
test2;26;7;succeptible
test2;26;8;succeptible
test2;26;9;succeptible
test2;26;10;succeptible
test2;26;11;succeptible
test2;26;12;succeptible
test2;26;13;succeptible
test2;26;14;succeptible
test2;26;15;infected
test2;26;16;succeptible
test2;26;17;succeptible
test2;26;18;succeptible
test2;26;19;succeptible
test2;26;20;succeptible
test2;26;21;succeptible
test2;26;22;succeptible
test2;26;23;succeptible
test2;26;24;succeptible
test2;26;25;succeptible
test2;26;26;succeptible
test2;26;27;succeptible
test2;26;28;succeptible
test2;26;29;succeptible
test2;27;0;succeptible
test2;27;1;succeptible
test2;27;2;succeptible
test2;27;3;succeptible
test2;27;4;succeptible
test2;27;5;succeptible
test2;27;6;succeptible
test2;27;7;succeptible
test2;27;8;succeptible
test2;27;9;succeptible
test2;27;10;succeptible
test2;27;11;succeptible
test2;27;12;succeptible
test2;27;13;succeptible
test2;27;14;succeptible
test2;27;15;infected
test2;27;16;succeptible
test2;27;17;succeptible
test2;27;18;succeptible
test2;27;19;succeptible
test2;27;20;succeptible
test2;27;21;succeptible
test2;27;22;succeptible
test2;27;23;succeptible
test2;27;24;succeptible
test2;27;25;succeptible
test2;27;26;succeptible
test2;27;27;succeptible
test2;27;28;succeptible
test2;27;29;succeptible
test2;28;0;succeptible
test2;28;1;succeptible
test2;28;2;succeptible
test2;28;3;succeptible
test2;28;4;succeptible
test2;28;5;succeptible
test2;28;6;succeptible
test2;28;7;succeptible
test2;28;8;succeptible
test2;28;9;succeptible
test2;28;10;succeptible
test2;28;11;succeptible
test2;28;12;succeptible
test2;28;13;succeptible
test2;28;14;succeptible
test2;28;15;infected
test2;28;16;succeptible
test2;28;17;succeptible
test2;28;18;succeptible
test2;28;19;succeptible
test2;28;20;succeptible
test2;28;21;succeptible
test2;28;22;succeptible
test2;28;23;succeptible
test2;28;24;succeptible
test2;28;25;succeptible
test2;28;26;succeptible
test2;28;27;succeptible
test2;28;28;succeptible
test2;28;29;succeptible
test2;29;0;succeptible
test2;29;1;succeptible
test2;29;2;succeptible
test2;29;3;succeptible
test2;29;4;succeptible
test2;29;5;succeptible
test2;29;6;succeptible
test2;29;7;succeptible
test2;29;8;succeptible
test2;29;9;succeptible
test2;29;10;succeptible
test2;29;11;succeptible
test2;29;12;succeptible
test2;29;13;succeptible
test2;29;14;succeptible
test2;29;15;infected
test2;29;16;succeptible
test2;29;17;succeptible
test2;29;18;succeptible
test2;29;19;succeptible
test2;29;20;succeptible
test2;29;21;succeptible
test2;29;22;succeptible
test2;29;23;succeptible
test2;29;24;succeptible
test2;29;25;succeptible
test2;29;26;succeptible
test2;29;27;succeptible
test2;29;28;succeptible
test2;29;29;succeptible
test2;30;0;succeptible
test2;30;1;succeptible
test2;30;2;succeptible
test2;30;3;succeptible
test2;30;4;succeptible
test2;30;5;succeptible
test2;30;6;succeptible
test2;30;7;succeptible
test2;30;8;succeptible
test2;30;9;succeptible
test2;30;10;succeptible
test2;30;11;succeptible
test2;30;12;succeptible
test2;30;13;succeptible
test2;30;14;succeptible
test2;30;15;infected
test2;30;16;succeptible
test2;30;17;succeptible
test2;30;18;succeptible
test2;30;19;succeptible
test2;30;20;succeptible
test2;30;21;succeptible
test2;30;22;succeptible
test2;30;23;succeptible
test2;30;24;succeptible
test2;30;25;succeptible
test2;30;26;succeptible
test2;30;27;succeptible
test2;30;28;succeptible
test2;30;29;succeptible
test2;31;0;succeptible
test2;31;1;succeptible
test2;31;2;succeptible
test2;31;3;succeptible
test2;31;4;succeptible
test2;31;5;succeptible
test2;31;6;succeptible
test2;31;7;succeptible
test2;31;8;succeptible
test2;31;9;succeptible
test2;31;10;succeptible
test2;31;11;succeptible
test2;31;12;succeptible
test2;31;13;succeptible
test2;31;14;succeptible
test2;31;15;infected
test2;31;16;succeptible
test2;31;17;succeptible
test2;31;18;succeptible
test2;31;19;succeptible
test2;31;20;succeptible
test2;31;21;succeptible
test2;31;22;succeptible
test2;31;23;succeptible
test2;31;24;succeptible
test2;31;25;succeptible
test2;31;26;succeptible
test2;31;27;succeptible
test2;31;28;succeptible
test2;31;29;succeptible
test2;32;0;succeptible
test2;32;1;succeptible
test2;32;2;succeptible
test2;32;3;succeptible
test2;32;4;succeptible
test2;32;5;succeptible
test2;32;6;succeptible
test2;32;7;succeptible
test2;32;8;succeptible
test2;32;9;succeptible
test2;32;10;succeptible
test2;32;11;succeptible
test2;32;12;succeptible
test2;32;13;succeptible
test2;32;14;succeptible
test2;32;15;infected
test2;32;16;succeptible
test2;32;17;succeptible
test2;32;18;succeptible
test2;32;19;succeptible
test2;32;20;succeptible
test2;32;21;succeptible
test2;32;22;succeptible
test2;32;23;succeptible
test2;32;24;succeptible
test2;32;25;succeptible
test2;32;26;succeptible
test2;32;27;succeptible
test2;32;28;succeptible
test2;32;29;succeptible
test2;33;0;succeptible
test2;33;1;succeptible
test2;33;2;succeptible
test2;33;3;succeptible
test2;33;4;succeptible
test2;33;5;succeptible
test2;33;6;succeptible
test2;33;7;succeptible
test2;33;8;succeptible
test2;33;9;succeptible
test2;33;10;succeptible
test2;33;11;succeptible
test2;33;12;succeptible
test2;33;13;succeptible
test2;33;14;succeptible
test2;33;15;infected
test2;33;16;succeptible
test2;33;17;succeptible
test2;33;18;succeptible
test2;33;19;succeptible
test2;33;20;succeptible
test2;33;21;succeptible
test2;33;22;succeptible
test2;33;23;succeptible
test2;33;24;succeptible
test2;33;25;succeptible
test2;33;26;succeptible
test2;33;27;succeptible
test2;33;28;succeptible
test2;33;29;succeptible
test2;34;0;succeptible
test2;34;1;succeptible
test2;34;2;succeptible
test2;34;3;succeptible
test2;34;4;succeptible
test2;34;5;succeptible
test2;34;6;succeptible
test2;34;7;succeptible
test2;34;8;succeptible
test2;34;9;succeptible
test2;34;10;succeptible
test2;34;11;succeptible
test2;34;12;succeptible
test2;34;13;succeptible
test2;34;14;succeptible
test2;34;15;infected
test2;34;16;succeptible
test2;34;17;succeptible
test2;34;18;succeptible
test2;34;19;succeptible
test2;34;20;succeptible
test2;34;21;succeptible
test2;34;22;succeptible
test2;34;23;succeptible
test2;34;24;succeptible
test2;34;25;succeptible
test2;34;26;succeptible
test2;34;27;succeptible
test2;34;28;succeptible
test2;34;29;succeptible
test2;35;0;succeptible
test2;35;1;succeptible
test2;35;2;succeptible
test2;35;3;succeptible
test2;35;4;succeptible
test2;35;5;succeptible
test2;35;6;succeptible
test2;35;7;succeptible
test2;35;8;succeptible
test2;35;9;succeptible
test2;35;10;succeptible
test2;35;11;succeptible
test2;35;12;succeptible
test2;35;13;succeptible
test2;35;14;succeptible
test2;35;15;infected
test2;35;16;succeptible
test2;35;17;succeptible
test2;35;18;succeptible
test2;35;19;succeptible
test2;35;20;succeptible
test2;35;21;succeptible
test2;35;22;succeptible
test2;35;23;succeptible
test2;35;24;succeptible
test2;35;25;succeptible
test2;35;26;succeptible
test2;35;27;succeptible
test2;35;28;succeptible
test2;35;29;succeptible
test2;36;0;succeptible
test2;36;1;succeptible
test2;36;2;succeptible
test2;36;3;succeptible
test2;36;4;succeptible
test2;36;5;succeptible
test2;36;6;succeptible
test2;36;7;succeptible
test2;36;8;succeptible
test2;36;9;succeptible
test2;36;10;succeptible
test2;36;11;succeptible
test2;36;12;succeptible
test2;36;13;succeptible
test2;36;14;succeptible
test2;36;15;infected
test2;36;16;succeptible
test2;36;17;succeptible
test2;36;18;succeptible
test2;36;19;succeptible
test2;36;20;succeptible
test2;36;21;succeptible
test2;36;22;succeptible
test2;36;23;succeptible
test2;36;24;succeptible
test2;36;25;succeptible
test2;36;26;succeptible
test2;36;27;succeptible
test2;36;28;succeptible
test2;36;29;succeptible
test2;37;0;succeptible
test2;37;1;succeptible
test2;37;2;succeptible
test2;37;3;succeptible
test2;37;4;succeptible
test2;37;5;succeptible
test2;37;6;succeptible
test2;37;7;succeptible
test2;37;8;succeptible
test2;37;9;succeptible
test2;37;10;succeptible
test2;37;11;succeptible
test2;37;12;succeptible
test2;37;13;succeptible
test2;37;14;succeptible
test2;37;15;infected
test2;37;16;succeptible
test2;37;17;succeptible
test2;37;18;succeptible
test2;37;19;succeptible
test2;37;20;succeptible
test2;37;21;succeptible
test2;37;22;succeptible
test2;37;23;succeptible
test2;37;24;succeptible
test2;37;25;succeptible
test2;37;26;succeptible
test2;37;27;succeptible
test2;37;28;succeptible
test2;37;29;succeptible
test2;38;0;succeptible
test2;38;1;succeptible
test2;38;2;succeptible
test2;38;3;succeptible
test2;38;4;succeptible
test2;38;5;succeptible
test2;38;6;succeptible
test2;38;7;succeptible
test2;38;8;succeptible
test2;38;9;succeptible
test2;38;10;succeptible
test2;38;11;succeptible
test2;38;12;succeptible
test2;38;13;succeptible
test2;38;14;succeptible
test2;38;15;infected
test2;38;16;succeptible
test2;38;17;succeptible
test2;38;18;succeptible
test2;38;19;succeptible
test2;38;20;succeptible
test2;38;21;succeptible
test2;38;22;succeptible
test2;38;23;succeptible
test2;38;24;succeptible
test2;38;25;succeptible
test2;38;26;succeptible
test2;38;27;succeptible
test2;38;28;succeptible
test2;38;29;succeptible
test2;39;0;succeptible
test2;39;1;succeptible
test2;39;2;succeptible
test2;39;3;succeptible
test2;39;4;succeptible
test2;39;5;succeptible
test2;39;6;succeptible
test2;39;7;succeptible
test2;39;8;succeptible
test2;39;9;succeptible
test2;39;10;succeptible
test2;39;11;succeptible
test2;39;12;succeptible
test2;39;13;succeptible
test2;39;14;succeptible
test2;39;15;infected
test2;39;16;succeptible
test2;39;17;succeptible
test2;39;18;succeptible
test2;39;19;succeptible
test2;39;20;succeptible
test2;39;21;succeptible
test2;39;22;succeptible
test2;39;23;succeptible
test2;39;24;succeptible
test2;39;25;succeptible
test2;39;26;succeptible
test2;39;27;succeptible
test2;39;28;succeptible
test2;39;29;succeptible
test2;40;0;succeptible
